"COMID","comid_wy","wayr","WYT","abs_FFM_median_cfs","hydro","FlowMetric","Scenario","hydro.endpoints","PredictedProbability","PredictedProbabilityScaled","index"
20325467,"20325467_1990",1990,"dry",0.085504496,0.085504496,"ds_mag_50","Current","DS_Mag_50",0.435770077063666,0.999051507425654,"ASCI"
20348575,"20348575_1999",1999,"dry",0.105292208,0.065292208,"ds_mag_50","Current","DS_Mag_50",0.435779227803542,0.999277214641841,"ASCI"
20348373,"20348373_1998",1998,"wet",29.32873352,29.28873352,"ds_mag_50","Current","DS_Mag_50",0.422597555170188,0.674145184340406,"ASCI"
20325157,"20325157_2003",2003,"wet",0.669654762,0.569654762,"ds_mag_50","Current","DS_Mag_50",0.435550900065962,0.99364540576914,"ASCI"
20342675,"20342675_1996",1996,"moderate",2.549292291,2.369292291,"ds_mag_50","Current","DS_Mag_50",0.434736417525779,0.973555818559641,"ASCI"
20329720,"20329720_2011",2011,"wet",0.410932734,0.390932734,"ds_mag_50","Current","DS_Mag_50",0.435631805401946,0.995640973166565,"ASCI"
20325255,"20325255_1992",1992,"wet",1.206563936,0.306563936,"ds_mag_50","Current","DS_Mag_50",0.435669999344347,0.99658304435763,"ASCI"
20348695,"20348695_2006",2006,"moderate",1.326431901,1.206431901,"ds_mag_50","Current","DS_Mag_50",0.435262666555316,0.986535993396065,"ASCI"
20341741,"20341741_2012",2012,"dry",0.084184898,0.084184898,"ds_mag_50","Current","DS_Mag_50",0.43577067448594,0.999066243121365,"ASCI"
22547129,"22547129_2010",2010,"wet",5.430612554,5.290612554,"ds_mag_50","Current","DS_Mag_50",0.433415033985851,0.940963284585119,"ASCI"
20342625,"20342625_1995",1995,"wet",2.706232351,2.696232351,"ds_mag_50","Current","DS_Mag_50",0.434588488204158,0.969907073668345,"ASCI"
948070420,"948070420_1991",1991,"wet",1.018964452,0.838964452,"ds_mag_50","Current","DS_Mag_50",0.435428993256127,0.990638518123577,"ASCI"
20348435,"20348435_2000",2000,"moderate",0.417219863,0.317219863,"ds_mag_50","Current","DS_Mag_50",0.435665175340377,0.996464058076566,"ASCI"
20342623,"20342623_2004",2004,"dry",0.506849484,0.506849484,"ds_mag_50","Current","DS_Mag_50",0.435579330877301,0.994346664833209,"ASCI"
20331310,"20331310_1990",1990,"dry",12.58723851,12.51723851,"ds_mag_50","Current","DS_Mag_50",0.43015036052564,0.860438609157831,"ASCI"
20341933,"20341933_2004",2004,"dry",0.405239843,0.395239843,"ds_mag_50","Current","DS_Mag_50",0.435629855584616,0.995592880023548,"ASCI"
20343075,"20343075_2012",2012,"dry",1.000068015,0.990068015,"ds_mag_50","Current","DS_Mag_50",0.43536059752613,0.988951505922887,"ASCI"
22547417,"22547417_2008",2008,"wet",1.205902764,1.205902764,"ds_mag_50","Current","DS_Mag_50",0.435262906047999,0.986541900593467,"ASCI"
24845754,"24845754_2010",2010,"wet",1.394256161,1.194256161,"ds_mag_50","Current","DS_Mag_50",0.435268177424317,0.986671921519669,"ASCI"
20333310,"20333310_1991",1991,"wet",0.268205544,0.238205544,"ds_mag_50","Current","DS_Mag_50",0.435700945900222,0.99734635542009,"ASCI"
948070220,"948070220_1999",1999,"moderate",0.617572677,0.537572677,"ds_mag_50","Current","DS_Mag_50",0.435565422991586,0.99400362042258,"ASCI"
22548087,"22548087_2002",2002,"dry",0.756542957,0.756542957,"ds_mag_50","Current","DS_Mag_50",0.435466301673957,0.991558747442998,"ASCI"
20332828,"20332828_1996",1996,"moderate",1.665001166,1.425001166,"ds_mag_50","Current","DS_Mag_50",0.435163742511139,0.984095986257121,"ASCI"
20325059,"20325059_1990",1990,"dry",0.645765235,0.415765235,"ds_mag_50","Current","DS_Mag_50",0.43562056381902,0.995363694342982,"ASCI"
22549123,"22549123_2008",2008,"wet",14.66724076,8.687240759,"ds_mag_50","Current","DS_Mag_50",0.43187984809565,0.903097217109875,"ASCI"
20333112,"20333112_2011",2011,"wet",0.336420579,0.326420579,"ds_mag_50","Current","DS_Mag_50",0.435661010129213,0.996361321223654,"ASCI"
948070230,"948070230_2008",2008,"wet",1.988101565,1.288101565,"ds_mag_50","Current","DS_Mag_50",0.435225702413164,0.98562425579489,"ASCI"
948070162,"948070162_1997",1997,"moderate",4.95467316,4.95467316,"ds_mag_50","Current","DS_Mag_50",0.433566939661641,0.944710108084501,"ASCI"
20326491,"20326491_2002",2002,"dry",1.189638029,1.099638029,"ds_mag_50","Current","DS_Mag_50",0.435311003138938,0.987728237507126,"ASCI"
20334528,"20334528_2012",2012,"dry",0.073268648,0.073268648,"ds_mag_50","Current","DS_Mag_50",0.435775616612509,0.999188142950771,"ASCI"
20348573,"20348573_2008",2008,"moderate",1.613295122,1.583295122,"ds_mag_50","Current","DS_Mag_50",0.435092102182895,0.982328944545382,"ASCI"
22549471,"22549471_1990",1990,"dry",0.732483933,0.542483933,"ds_mag_50","Current","DS_Mag_50",0.435563199755922,0.993948783290335,"ASCI"
20348587,"20348587_1991",1991,"wet",1.259513403,1.249513403,"ds_mag_50","Current","DS_Mag_50",0.435243167539241,0.986055041178419,"ASCI"
20348903,"20348903_1990",1990,"dry",2.01871312,0.85871312,"ds_mag_50","Current","DS_Mag_50",0.435420054051512,0.990418028522097,"ASCI"
22547073,"22547073_2006",2006,"moderate",11.86004953,11.68004953,"ds_mag_50","Current","DS_Mag_50",0.430528260554912,0.869759687535798,"ASCI"
20329500,"20329500_1996",1996,"moderate",0.193792291,0.183792291,"ds_mag_50","Current","DS_Mag_50",0.435725579704535,0.997953959555992,"ASCI"
20334674,"20334674_2004",2004,"dry",0.264046121,0.264046121,"ds_mag_50","Current","DS_Mag_50",0.435689247543035,0.997057810048858,"ASCI"
20344393,"20344393_1991",1991,"wet",4.370633783,4.300633783,"ds_mag_50","Current","DS_Mag_50",0.433862720147042,0.952005670067949,"ASCI"
20348777,"20348777_2012",2012,"moderate",0.265785631,0.025785631,"ds_mag_50","Current","DS_Mag_50",0.435797113802512,0.999718381049238,"ASCI"
20329558,"20329558_2008",2008,"wet",0.391026973,0.361026973,"ds_mag_50","Current","DS_Mag_50",0.435645343719062,0.995974901997383,"ASCI"
20350503,"20350503_2008",2008,"wet",1.17731968,1.04731968,"ds_mag_50","Current","DS_Mag_50",0.435334683694186,0.988312329315542,"ASCI"
20341901,"20341901_1992",1992,"wet",1.859000083,1.839000083,"ds_mag_50","Current","DS_Mag_50",0.434976381524809,0.979474641183602,"ASCI"
22548341,"22548341_2004",2004,"dry",2.14689011,2.14689011,"ds_mag_50","Current","DS_Mag_50",0.434837053636942,0.976038054619839,"ASCI"
20329870,"20329870_2012",2012,"dry",0.564282384,0.564282384,"ds_mag_50","Current","DS_Mag_50",0.435553332027564,0.99370539122283,"ASCI"
20332444,"20332444_2007",2007,"dry",0.332935065,0.242935065,"ds_mag_50","Current","DS_Mag_50",0.435698804780685,0.997293543719955,"ASCI"
22549175,"22549175_2014",2014,"dry",1.161507409,0.121507409,"ds_mag_50","Current","DS_Mag_50",0.435753777518496,0.998649471632364,"ASCI"
20344495,"20344495_2000",2000,"moderate",0.659799284,0.229799284,"ds_mag_50","Current","DS_Mag_50",0.435704751536251,0.997440223186575,"ASCI"
20351617,"20351617_2008",2008,"wet",0.129699467,0.109699467,"ds_mag_50","Current","DS_Mag_50",0.435759123295189,0.9987813276781,"ASCI"
20348891,"20348891_2012",2012,"moderate",0.337121462,0.337121462,"ds_mag_50","Current","DS_Mag_50",0.435656165796201,0.996241833517391,"ASCI"
22545235,"22545235_1994",1994,"moderate",0.9996168,0.9796168,"ds_mag_50","Current","DS_Mag_50",0.435365328099673,0.98906818769942,"ASCI"
20343485,"20343485_2009",2009,"moderate",0.350169164,0.320169164,"ds_mag_50","Current","DS_Mag_50",0.435663840175749,0.996431125625719,"ASCI"
22549643,"22549643_1997",1997,"wet",0.383204379,0.283204379,"ds_mag_50","Current","DS_Mag_50",0.435680574402689,0.996843883045186,"ASCI"
20331502,"20331502_1999",1999,"dry",4.552886613,4.482886613,"ds_mag_50","Current","DS_Mag_50",0.433780294018729,0.949972591626851,"ASCI"
22549527,"22549527_1999",1999,"moderate",0.333545122,0.323545122,"ds_mag_50","Current","DS_Mag_50",0.435662311862319,0.996393429070641,"ASCI"
22545277,"22545277_2009",2009,"moderate",0.230684815,0.200684815,"ds_mag_50","Current","DS_Mag_50",0.43571793213789,0.997765328800294,"ASCI"
20333646,"20333646_2012",2012,"dry",6.74892699,4.72892699,"ds_mag_50","Current","DS_Mag_50",0.433669024983909,0.947228089604474,"ASCI"
20332524,"20332524_1996",1996,"moderate",2.825639777,2.405639777,"ds_mag_50","Current","DS_Mag_50",0.434719970942667,0.973150156007757,"ASCI"
22547519,"22547519_1992",1992,"wet",1.246933067,1.236933067,"ds_mag_50","Current","DS_Mag_50",0.435248861474468,0.986195484714854,"ASCI"
20333520,"20333520_2011",2011,"wet",4.114580753,4.104580753,"ds_mag_50","Current","DS_Mag_50",0.433951391673749,0.954192794138617,"ASCI"
20329814,"20329814_2000",2000,"dry",0.36091958,0.31091958,"ds_mag_50","Current","DS_Mag_50",0.435668027515933,0.996534408301098,"ASCI"
20331510,"20331510_1997",1997,"moderate",2.839210123,1.539210123,"ds_mag_50","Current","DS_Mag_50",0.435112053801957,0.982821060424299,"ASCI"
20331406,"20331406_1992",1992,"wet",13.03238736,12.89238736,"ds_mag_50","Current","DS_Mag_50",0.429981047881685,0.856262434766604,"ASCI"
22547125,"22547125_2010",2010,"wet",5.415312521,5.265312521,"ds_mag_50","Current","DS_Mag_50",0.433426473764662,0.941245452001527,"ASCI"
22549073,"22549073_2007",2007,"dry",0.800921745,0.300921745,"ds_mag_50","Current","DS_Mag_50",0.435672553603993,0.996646046348936,"ASCI"
20331154,"20331154_1992",1992,"wet",0.942581252,0.912581252,"ds_mag_50","Current","DS_Mag_50",0.435395670936736,0.98981660775912,"ASCI"
20342725,"20342725_1992",1992,"wet",1.450788711,1.230788711,"ds_mag_50","Current","DS_Mag_50",0.435251642452908,0.986264078829691,"ASCI"
20334590,"20334590_2009",2009,"moderate",0.373018149,0.183018149,"ds_mag_50","Current","DS_Mag_50",0.435725930174063,0.99796260404842,"ASCI"
20333084,"20333084_2007",2007,"dry",1.209379121,1.209379121,"ds_mag_50","Current","DS_Mag_50",0.435261332614704,0.986503091136137,"ASCI"
20331138,"20331138_2009",2009,"moderate",2.583619297,2.573619297,"ds_mag_50","Current","DS_Mag_50",0.43464396510103,0.971275436896338,"ASCI"
20350987,"20350987_2004",2004,"moderate",3.261740093,3.251740093,"ds_mag_50","Current","DS_Mag_50",0.43433716646243,0.9637081070865,"ASCI"
20325145,"20325145_2003",2003,"wet",0.882049534,0.822049534,"ds_mag_50","Current","DS_Mag_50",0.435436649801479,0.990827370343211,"ASCI"
948070165,"948070165_1997",1997,"moderate",1.615438645,0.895438645,"ds_mag_50","Current","DS_Mag_50",0.435403430409967,0.990007998742337,"ASCI"
22549685,"22549685_2000",2000,"moderate",0.727576424,0.717576424,"ds_mag_50","Current","DS_Mag_50",0.435483940284689,0.991993811905491,"ASCI"
20326477,"20326477_2001",2001,"dry",0.527303696,0.497303696,"ds_mag_50","Current","DS_Mag_50",0.435583652119652,0.994453250267248,"ASCI"
20344503,"20344503_2012",2012,"dry",3.179385281,3.159385281,"ds_mag_50","Current","DS_Mag_50",0.434378947112198,0.964738646067733,"ASCI"
948070418,"948070418_2012",2012,"dry",0.212608641,0.212608641,"ds_mag_50","Current","DS_Mag_50",0.435712534013667,0.997632181578615,"ASCI"
20329968,"20329968_2009",2009,"moderate",0.79202381,0.60202381,"ds_mag_50","Current","DS_Mag_50",0.435536247349932,0.993283989775526,"ASCI"
20325217,"20325217_1992",1992,"wet",0.402588245,0.292588245,"ds_mag_50","Current","DS_Mag_50",0.435676326244443,0.996739100264277,"ASCI"
20329680,"20329680_2013",2013,"dry",0.38929329,0.38929329,"ds_mag_50","Current","DS_Mag_50",0.435632547574613,0.995659279197439,"ASCI"
22545223,"22545223_2010",2010,"wet",1.187722278,1.177722278,"ds_mag_50","Current","DS_Mag_50",0.435275660860648,0.986856503925546,"ASCI"
20342719,"20342719_2004",2004,"dry",0.130885947,0.130885947,"ds_mag_50","Current","DS_Mag_50",0.435749531609751,0.998544744336433,"ASCI"
20341481,"20341481_2008",2008,"wet",0.498362388,0.468362388,"ds_mag_50","Current","DS_Mag_50",0.435596753497632,0.994776401792915,"ASCI"
22549715,"22549715_2011",2011,"wet",1.28984016,1.24984016,"ds_mag_50","Current","DS_Mag_50",0.435243019647298,0.986051393355501,"ASCI"
948070419,"948070419_2002",2002,"dry",1.705470363,1.605470363,"ds_mag_50","Current","DS_Mag_50",0.4350820663778,0.982081406787698,"ASCI"
20348711,"20348711_2011",2011,"wet",0.299766234,0.279766234,"ds_mag_50","Current","DS_Mag_50",0.435682130883378,0.996882274358673,"ASCI"
948070189,"948070189_2010",2010,"wet",1.991524226,1.791524226,"ds_mag_50","Current","DS_Mag_50",0.434997866444468,0.98000457662835,"ASCI"
948070383,"948070383_1996",1996,"moderate",0.025465784,0.025465784,"ds_mag_50","Current","DS_Mag_50",0.435797258609035,0.999721952768861,"ASCI"
22549585,"22549585_2003",2003,"wet",0.93257684,0.66257684,"ds_mag_50","Current","DS_Mag_50",0.435508836702373,0.992607893521234,"ASCI"
20329712,"20329712_1996",1996,"moderate",0.355619963,0.185619963,"ds_mag_50","Current","DS_Mag_50",0.435724752281211,0.997933550778403,"ASCI"
22548363,"22548363_2011",2011,"wet",1.529041875,1.499041875,"ds_mag_50","Current","DS_Mag_50",0.435130232993707,0.983269458566713,"ASCI"
948070298,"948070298_2009",2009,"moderate",8.065084416,8.025084416,"ds_mag_50","Current","DS_Mag_50",0.432179023488656,0.910476516053931,"ASCI"
20329980,"20329980_2010",2010,"wet",1.366391775,0.546391775,"ds_mag_50","Current","DS_Mag_50",0.435561430749253,0.993905149925609,"ASCI"
20348455,"20348455_1996",1996,"moderate",0.427245837,0.407245837,"ds_mag_50","Current","DS_Mag_50",0.435624420512065,0.995458821454317,"ASCI"
20329660,"20329660_1994",1994,"moderate",0.510851981,0.440851981,"ds_mag_50","Current","DS_Mag_50",0.43560920720751,0.995083578286373,"ASCI"
22548281,"22548281_2000",2000,"moderate",1.853000999,1.853000999,"ds_mag_50","Current","DS_Mag_50",0.434970045539311,0.979318361181331,"ASCI"
20325451,"20325451_1990",1990,"dry",0.107095738,0.107095738,"ds_mag_50","Current","DS_Mag_50",0.435760302076176,0.998810402854399,"ASCI"
20325459,"20325459_1990",1990,"dry",1.402794039,1.372794039,"ds_mag_50","Current","DS_Mag_50",0.435187370891051,0.984678791136823,"ASCI"
20331504,"20331504_2002",2002,"dry",11.82458783,11.68458783,"ds_mag_50","Current","DS_Mag_50",0.430526211786052,0.869709153707681,"ASCI"
22545269,"22545269_1995",1995,"wet",3.124982101,3.054982101,"ds_mag_50","Current","DS_Mag_50",0.434426179479468,0.965903654173572,"ASCI"
20332908,"20332908_1990",1990,"dry",0.637176074,0.467176074,"ds_mag_50","Current","DS_Mag_50",0.435597290529463,0.994789647930537,"ASCI"
20351041,"20351041_2000",2000,"moderate",0.054285631,0.054285631,"ds_mag_50","Current","DS_Mag_50",0.435784210846277,0.999400123687347,"ASCI"
20331522,"20331522_1997",1997,"moderate",2.905767982,1.545767982,"ds_mag_50","Current","DS_Mag_50",0.43510908588783,0.982747855454572,"ASCI"
20331158,"20331158_2012",2012,"moderate",8.113605811,8.103605811,"ds_mag_50","Current","DS_Mag_50",0.432143543372104,0.909601382628109,"ASCI"
20350815,"20350815_2007",2007,"dry",1.742283217,1.742283217,"ds_mag_50","Current","DS_Mag_50",0.43502015043123,0.980554221431467,"ASCI"
20342987,"20342987_1990",1990,"dry",1.003531802,0.993531802,"ds_mag_50","Current","DS_Mag_50",0.435359029701528,0.98891283480653,"ASCI"
20351089,"20351089_1999",1999,"dry",0.274925574,0.264925574,"ds_mag_50","Current","DS_Mag_50",0.435688849404759,0.997047989784803,"ASCI"
20333472,"20333472_2002",2002,"dry",0.100439311,0.100439311,"ds_mag_50","Current","DS_Mag_50",0.43576331563027,0.998884733554919,"ASCI"
20333430,"20333430_2014",2014,"dry",0.327485764,0.327485764,"ds_mag_50","Current","DS_Mag_50",0.435660527915105,0.996349427190453,"ASCI"
22548221,"22548221_1993",1993,"wet",3.553207376,0.813207376,"ds_mag_50","Current","DS_Mag_50",0.435440652220589,0.990926091855069,"ASCI"
20334716,"20334716_1993",1993,"wet",21.57659049,21.22659049,"ds_mag_50","Current","DS_Mag_50",0.426223937513115,0.763591576054133,"ASCI"
20341987,"20341987_2001",2001,"moderate",1.15510298,1.15510298,"ds_mag_50","Current","DS_Mag_50",0.435285898677517,0.987109024396735,"ASCI"
20348559,"20348559_1996",1996,"moderate",2.475415168,2.465415168,"ds_mag_50","Current","DS_Mag_50",0.434692923966797,0.972483029883267,"ASCI"
20326511,"20326511_2012",2012,"dry",0.226158508,0.216158508,"ds_mag_50","Current","DS_Mag_50",0.435710926929839,0.997592542115353,"ASCI"
20329672,"20329672_1994",1994,"moderate",0.354884948,0.194884948,"ds_mag_50","Current","DS_Mag_50",0.435720557844456,0.997830093062805,"ASCI"
20331890,"20331890_2001",2001,"moderate",0.309837579,0.309837579,"ds_mag_50","Current","DS_Mag_50",0.435668517344645,0.996546490152001,"ASCI"
948070245,"948070245_2000",2000,"moderate",18.3282669,18.2982669,"ds_mag_50","Current","DS_Mag_50",0.427543096819435,0.796129248281674,"ASCI"
20334446,"20334446_1992",1992,"wet",0.296501166,0.226501166,"ds_mag_50","Current","DS_Mag_50",0.435706244644254,0.997477051383567,"ASCI"
20341583,"20341583_2003",2003,"moderate",0.516410589,0.506410589,"ds_mag_50","Current","DS_Mag_50",0.435579529558606,0.994351565399149,"ASCI"
22549109,"22549109_1999",1999,"moderate",8.055260406,6.525260406,"ds_mag_50","Current","DS_Mag_50",0.432856856422058,0.927195577736933,"ASCI"
948070179,"948070179_2001",2001,"dry",1.220505411,1.220505411,"ds_mag_50","Current","DS_Mag_50",0.435256296755425,0.986378879346226,"ASCI"
20343069,"20343069_2003",2003,"wet",14.35252065,13.78252065,"ds_mag_50","Current","DS_Mag_50",0.429579377422891,0.846355047789841,"ASCI"
20326439,"20326439_1991",1991,"wet",1.484619297,0.954619297,"ds_mag_50","Current","DS_Mag_50",0.435376642863096,0.989347271553671,"ASCI"
20329546,"20329546_1994",1994,"moderate",0.398722527,0.378722527,"ds_mag_50","Current","DS_Mag_50",0.435637332942534,0.995777312502554,"ASCI"
20328618,"20328618_2006",2006,"moderate",0.445583916,0.065583916,"ds_mag_50","Current","DS_Mag_50",0.435779095737825,0.999273957180056,"ASCI"
20333774,"20333774_1991",1991,"wet",8.415986014,8.415986014,"ds_mag_50","Current","DS_Mag_50",0.432002400382648,0.906120025747136,"ASCI"
20332910,"20332910_1990",1990,"dry",1.961948801,1.961948801,"ds_mag_50","Current","DS_Mag_50",0.434920742941608,0.978102289887796,"ASCI"
20329734,"20329734_2013",2013,"dry",0.272917999,0.172917999,"ds_mag_50","Current","DS_Mag_50",0.435730502719359,0.998075387985422,"ASCI"
20332552,"20332552_2012",2012,"dry",3.245026973,3.245026973,"ds_mag_50","Current","DS_Mag_50",0.434340203397982,0.963783014501481,"ASCI"
20343477,"20343477_2000",2000,"dry",0.641242674,0.631242674,"ds_mag_50","Current","DS_Mag_50",0.435523020745704,0.992957749486738,"ASCI"
20329920,"20329920_2000",2000,"moderate",0.048877706,0.028877706,"ds_mag_50","Current","DS_Mag_50",0.435795713906784,0.999683851975963,"ASCI"
948070244,"948070244_2013",2013,"dry",17.00570788,16.97570788,"ds_mag_50","Current","DS_Mag_50",0.428139225964026,0.810833048360295,"ASCI"
20341721,"20341721_1992",1992,"wet",0.500986264,0.470986264,"ds_mag_50","Current","DS_Mag_50",0.435595565697186,0.994747104147523,"ASCI"
20348507,"20348507_2011",2011,"wet",0.373138278,0.223138278,"ds_mag_50","Current","DS_Mag_50",0.435707767075818,0.997514602859708,"ASCI"
20331452,"20331452_2014",2014,"dry",4.103895854,4.103895854,"ds_mag_50","Current","DS_Mag_50",0.433951701449597,0.954200434902679,"ASCI"
948070201,"948070201_1994",1994,"moderate",11.01627722,10.93627722,"ds_mag_50","Current","DS_Mag_50",0.43086406100616,0.878042360420135,"ASCI"
20350707,"20350707_2001",2001,"moderate",2.596944056,2.586944056,"ds_mag_50","Current","DS_Mag_50",0.434637936167064,0.971126730461606,"ASCI"
20350837,"20350837_2011",2011,"wet",1.025939061,0.915939061,"ds_mag_50","Current","DS_Mag_50",0.435394151053236,0.989779119132169,"ASCI"
948070490,"948070490_1991",1991,"wet",12.48134382,12.28134382,"ds_mag_50","Current","DS_Mag_50",0.430256833179257,0.863064806227418,"ASCI"
20341947,"20341947_2001",2001,"dry",0.452963869,0.452963869,"ds_mag_50","Current","DS_Mag_50",0.435603724256471,0.994948338772174,"ASCI"
948070169,"948070169_2002",2002,"dry",0.953983933,0.623983933,"ds_mag_50","Current","DS_Mag_50",0.435526306576533,0.993038796018412,"ASCI"
20325435,"20325435_1996",1996,"moderate",0.406750999,0.406750999,"ds_mag_50","Current","DS_Mag_50",0.435624644523235,0.995464346793057,"ASCI"
20331220,"20331220_1995",1995,"wet",1.52435656,1.42435656,"ds_mag_50","Current","DS_Mag_50",0.435164034251034,0.984103182156063,"ASCI"
20343363,"20343363_1993",1993,"wet",9.579020646,9.539020646,"ds_mag_50","Current","DS_Mag_50",0.431495070121574,0.893606491053615,"ASCI"
20348851,"20348851_2012",2012,"moderate",0.200489677,0.050489677,"ds_mag_50","Current","DS_Mag_50",0.435785929403655,0.999442512697076,"ASCI"
